loss,accuracy,val_loss,val_accuracy,lr,epoch
2.9866087436676025,0.1150222197175026,2.615429401397705,0.13327500224113464,0.10000000149011612,0
2.288280725479126,0.18891111016273499,2.384519577026367,0.0980750024318695,0.23999999463558197,1
1.9539148807525635,0.27273333072662354,2.5754377841949463,0.10580000281333923,0.3799999952316284,2
1.8551225662231445,0.3104444444179535,4.132862091064453,0.09847499430179596,0.5199999809265137,3
1.7685177326202393,0.33562222123146057,5.437400817871094,0.1621749997138977,0.6600000262260437,4
1.6845433712005615,0.3770666718482971,13.714277267456055,0.09860000014305115,0.800000011920929,5
1.5804685354232788,0.41226667165756226,3.119579315185547,0.11949999630451202,0.800000011920929,6
1.436025857925415,0.47117775678634644,2.528449058532715,0.13109999895095825,0.800000011920929,7
1.3360923528671265,0.5068666934967041,3.13293194770813,0.10552500188350677,0.800000011920929,8
1.2408430576324463,0.5463777780532837,3.3324055671691895,0.11737500131130219,0.800000011920929,9
1.142826795578003,0.5834444761276245,3.8655383586883545,0.1417749971151352,0.800000011920929,10
1.0725339651107788,0.6105333566665649,3.4087977409362793,0.21519999206066132,0.800000011920929,11
1.001967430114746,0.6381332874298096,2.4369120597839355,0.2578500211238861,0.800000011920929,12
0.930467426776886,0.666088879108429,2.561959981918335,0.2653749883174896,0.800000011920929,13
0.8793148398399353,0.6846222281455994,2.887962579727173,0.21712499856948853,0.800000011920929,14
0.8291333913803101,0.7039777636528015,3.8758082389831543,0.19210000336170197,0.800000011920929,15
0.7785142660140991,0.7230222225189209,2.94553279876709,0.19647499918937683,0.800000011920929,16
0.7305442094802856,0.743066668510437,2.871222496032715,0.23720000684261322,0.800000011920929,17
0.6920880079269409,0.7561777830123901,3.098888397216797,0.19235000014305115,0.800000011920929,18
0.6571590900421143,0.7680444121360779,3.2738122940063477,0.2597000002861023,0.800000011920929,19
0.6147984266281128,0.787088930606842,3.36444091796875,0.14407500624656677,0.800000011920929,20
0.5959070920944214,0.7911999821662903,3.4906349182128906,0.21582500636577606,0.800000011920929,21
0.5607695579528809,0.8048444986343384,3.6123228073120117,0.20864999294281006,0.800000011920929,22
0.5385070443153381,0.8097555637359619,3.0938374996185303,0.19162499904632568,0.800000011920929,23
0.5186330080032349,0.8184888958930969,2.849086284637451,0.2542250156402588,0.800000011920929,24
0.5009323358535767,0.8262222409248352,2.8657402992248535,0.21357500553131104,0.800000011920929,25
0.4802097678184509,0.833911120891571,1.9049265384674072,0.3618749976158142,0.800000011920929,26
0.45723891258239746,0.8406444787979126,2.3653860092163086,0.2951499819755554,0.800000011920929,27
0.4480556845664978,0.8418444395065308,1.8202426433563232,0.3476499915122986,0.800000011920929,28
0.43089812994003296,0.8483999967575073,1.5907518863677979,0.4096500277519226,0.800000011920929,29
0.41357505321502686,0.8556889295578003,2.6142330169677734,0.2806999981403351,0.800000011920929,30
0.4010074734687805,0.8599777221679688,2.1747868061065674,0.3481000065803528,0.800000011920929,31
0.38282260298728943,0.8663333654403687,1.7122644186019897,0.4491249918937683,0.800000011920929,32
0.37380439043045044,0.8686221837997437,1.7358918190002441,0.4309749901294708,0.800000011920929,33
0.3687053322792053,0.8706666231155396,1.5559836626052856,0.48432499170303345,0.800000011920929,34
0.35365110635757446,0.8767111301422119,3.2152304649353027,0.23489999771118164,0.800000011920929,35
0.3474206328392029,0.8799110651016235,1.5022246837615967,0.4855499863624573,0.800000011920929,36
0.3348502218723297,0.8824666738510132,1.8006165027618408,0.4037749767303467,0.800000011920929,37
0.33313611149787903,0.8836666345596313,1.553701400756836,0.4950000047683716,0.800000011920929,38
0.3217714726924896,0.8863111734390259,1.0240931510925293,0.6490000486373901,0.800000011920929,39
0.3054753541946411,0.8929110765457153,1.1795393228530884,0.5839250087738037,0.800000011920929,40
0.307675838470459,0.8915555477142334,0.720126748085022,0.7421749830245972,0.800000011920929,41
0.29882383346557617,0.8953777551651001,0.938518762588501,0.6857500076293945,0.800000011920929,42
0.28877463936805725,0.8981999754905701,1.7237423658370972,0.48100000619888306,0.800000011920929,43
0.2815762758255005,0.9010666608810425,1.2699933052062988,0.6193249821662903,0.800000011920929,44
0.2658149003982544,0.905644416809082,2.0655980110168457,0.38830000162124634,0.800000011920929,45
0.26525554060935974,0.9057111144065857,1.3313368558883667,0.5757499933242798,0.800000011920929,46
0.26634299755096436,0.9059555530548096,0.9455350637435913,0.6730999946594238,0.800000011920929,47
0.2555111050605774,0.9105333089828491,1.1815478801727295,0.6117000579833984,0.800000011920929,48
0.25249284505844116,0.9114888906478882,1.2433161735534668,0.5895500183105469,0.800000011920929,49
0.23657630383968353,0.9172000288963318,1.5880608558654785,0.5305749773979187,0.800000011920929,50
0.2371547818183899,0.9168888330459595,0.7436413168907166,0.7504000067710876,0.800000011920929,51
0.2311086356639862,0.917555570602417,1.128160834312439,0.618274986743927,0.800000011920929,52
0.2307063192129135,0.9193111658096313,0.7997600436210632,0.7267999649047852,0.800000011920929,53
0.22941279411315918,0.9189333319664001,0.6817940473556519,0.7710249423980713,0.800000011920929,54
0.21841785311698914,0.9227555990219116,0.6038466691970825,0.7935500144958496,0.800000011920929,55
0.215846449136734,0.9232000112533569,0.48754316568374634,0.8291500210762024,0.800000011920929,56
0.2085697203874588,0.9274444580078125,1.0285505056381226,0.6344000101089478,0.800000011920929,57
0.20459559559822083,0.9265778064727783,1.3047051429748535,0.6349000334739685,0.800000011920929,58
0.2096046805381775,0.9241111278533936,0.6500332355499268,0.7778500318527222,0.800000011920929,59
0.1982910931110382,0.9297333359718323,1.233532428741455,0.630299985408783,0.800000011920929,60
0.1941492259502411,0.9314000010490417,0.8031013011932373,0.7450249791145325,0.800000011920929,61
0.19137492775917053,0.9321555495262146,0.6001167297363281,0.7948499917984009,0.800000011920929,62
0.19039617478847504,0.9333555698394775,0.9489275217056274,0.7061749696731567,0.800000011920929,63
0.19206827878952026,0.9316889047622681,1.0406255722045898,0.6984750032424927,0.800000011920929,64
0.18793447315692902,0.9330666065216064,1.3071403503417969,0.6100499629974365,0.800000011920929,65
