loss,accuracy,val_loss,val_accuracy,epoch
3.977586030960083,0.10466667264699936,375333376.0,0.0949999988079071,0
2.7107653617858887,0.1100444421172142,1570654720.0,0.0949999988079071,1
2.584052562713623,0.10911110788583755,241894.640625,0.10239999741315842,2
2.540238857269287,0.13286666572093964,4055.978759765625,0.10099999606609344,3
2.463797092437744,0.15308889746665955,13689.0625,0.09142500162124634,4
2.3148677349090576,0.20588888227939606,672.2315673828125,0.09860000014305115,5
2.254981756210327,0.2198222279548645,23.76905632019043,0.11377499997615814,6
2.212973117828369,0.2364666759967804,8.03249454498291,0.15467500686645508,7
2.1644177436828613,0.2569555640220642,4.83772087097168,0.17960000038146973,8
2.113328695297241,0.28380000591278076,3.921999454498291,0.19042500853538513,9
2.105231285095215,0.29242223501205444,2.9106926918029785,0.18569999933242798,10
2.092770576477051,0.29624444246292114,2.794579267501831,0.2004999965429306,11
2.0351409912109375,0.3180888891220093,2.538198471069336,0.20810000598430634,12
1.9758754968643188,0.34211111068725586,2.5257298946380615,0.2046249955892563,13
1.937103271484375,0.36322221159935,2.4000840187072754,0.21597500145435333,14
1.9183933734893799,0.37084442377090454,2.5764951705932617,0.18119999766349792,15
1.9205725193023682,0.3747999966144562,2.5713682174682617,0.22567500174045563,16
1.8204808235168457,0.4073111116886139,2.3828232288360596,0.24267500638961792,17
1.7986280918121338,0.4181777834892273,2.4276223182678223,0.24379999935626984,18
1.7393100261688232,0.44235557317733765,2.386107921600342,0.2562749981880188,19
1.7447617053985596,0.4399333596229553,2.360558271408081,0.2514750063419342,20
1.6854606866836548,0.4678666591644287,2.3299615383148193,0.2404249906539917,21
1.634529709815979,0.4880000054836273,2.344477653503418,0.2617250084877014,22
1.6678564548492432,0.46933335065841675,2.362860918045044,0.2484000027179718,23
1.5742475986480713,0.5088000297546387,2.602144241333008,0.24255000054836273,24
1.548694372177124,0.5186222195625305,2.7101569175720215,0.2173749953508377,25
1.5022953748703003,0.5351999998092651,2.703953504562378,0.21970000863075256,26
1.4932788610458374,0.5428666472434998,2.6033825874328613,0.24677500128746033,27
1.4629125595092773,0.5522667169570923,3.577799081802368,0.1949000060558319,28
1.4284253120422363,0.5675333738327026,3.3620522022247314,0.22585000097751617,29
1.434023141860962,0.5632444620132446,6.261392116546631,0.1576249897480011,30
1.3425970077514648,0.5987111330032349,7.787600517272949,0.12735000252723694,31
1.380395770072937,0.5858443975448608,4.649083137512207,0.1831749975681305,32
1.3099499940872192,0.6128000020980835,6.482315540313721,0.17212499678134918,33
1.2597185373306274,0.629288911819458,7.894919395446777,0.15882501006126404,34
1.2811170816421509,0.6230666637420654,7.550654411315918,0.19397500157356262,35
1.2167433500289917,0.6472666263580322,8.280460357666016,0.12622499465942383,36
1.1798802614212036,0.6589333415031433,4.421899318695068,0.20727500319480896,37
1.1689039468765259,0.6628667116165161,5.952416896820068,0.14585000276565552,38
1.1536130905151367,0.6709333062171936,3.9055042266845703,0.256600022315979,39
1.1135410070419312,0.6828222274780273,6.878214359283447,0.17374999821186066,40
1.0836048126220703,0.692977786064148,3.0634853839874268,0.32922500371932983,41
1.074241042137146,0.6998666524887085,3.7336130142211914,0.29159998893737793,42
1.0443205833435059,0.70942223072052,2.3771374225616455,0.404325008392334,43
1.0203558206558228,0.719955563545227,2.0952329635620117,0.47667500376701355,44
1.0250970125198364,0.7161110639572144,1.669518232345581,0.5339249968528748,45
0.97214674949646,0.7319555282592773,1.4835929870605469,0.5843250155448914,46
0.9699007868766785,0.7355333566665649,2.2999327182769775,0.4065999984741211,47
0.9630410671234131,0.7368888854980469,1.7846007347106934,0.5257750153541565,48
0.931791365146637,0.7486889362335205,1.6845518350601196,0.5426000356674194,49
0.9021583199501038,0.7587110996246338,1.911087989807129,0.510699987411499,50
0.9250205755233765,0.750333309173584,1.39980149269104,0.619949996471405,51
0.8695401549339294,0.7699778079986572,2.1058902740478516,0.4525499939918518,52
0.8640984296798706,0.7723110914230347,1.5029611587524414,0.6134499907493591,53
0.8480802774429321,0.7796888947486877,1.9257322549819946,0.5145000219345093,54
0.8358456492424011,0.7821555137634277,1.4121389389038086,0.628350019454956,55
0.8086658120155334,0.7912444472312927,1.4949619770050049,0.6087250113487244,56
0.8170136213302612,0.7887111306190491,1.6334340572357178,0.5776749849319458,57
0.8258757591247559,0.7858444452285767,1.5352269411087036,0.5991250276565552,58
0.7810559868812561,0.7990666627883911,1.5450189113616943,0.6173750162124634,59
0.761573851108551,0.8079999685287476,1.609015703201294,0.6096750497817993,60
0.763586699962616,0.8059777617454529,1.2672817707061768,0.6741499900817871,61
0.7440671324729919,0.8114888668060303,1.1852507591247559,0.6987500190734863,62
0.7256608009338379,0.819622278213501,1.3583598136901855,0.6285249590873718,63
0.7124018669128418,0.8212222456932068,1.3709384202957153,0.6625750064849854,64
0.6921789646148682,0.8309999704360962,1.4254332780838013,0.6448749899864197,65
0.706107497215271,0.8250666856765747,1.0870853662490845,0.7286499738693237,66
0.6839693784713745,0.8329111337661743,1.560714840888977,0.6266000270843506,67
0.6710481643676758,0.8389777541160583,1.357652187347412,0.6653749942779541,68
0.6598332524299622,0.8424000144004822,1.215587854385376,0.7140499949455261,69
0.6566545963287354,0.8443777561187744,1.2694361209869385,0.7149249911308289,70
0.6261765360832214,0.8564000129699707,1.5830060243606567,0.6642999649047852,71
0.6243839263916016,0.8526889085769653,1.2385941743850708,0.718999981880188,72
0.6383383274078369,0.8454222083091736,1.246330738067627,0.6931999921798706,73
0.6079959869384766,0.8588443994522095,1.135718822479248,0.7401750087738037,74
0.5936131477355957,0.8640666604042053,1.0682049989700317,0.7543749809265137,75
0.5916233062744141,0.8648222088813782,1.3479022979736328,0.692924976348877,76
0.5839360952377319,0.8665555715560913,1.3827648162841797,0.7036499977111816,77
0.5769160985946655,0.868422269821167,1.1744693517684937,0.7268750071525574,78
0.5681922435760498,0.8729333281517029,1.1250033378601074,0.732450008392334,79
0.5624964833259583,0.8725555539131165,1.2062090635299683,0.7372750043869019,80
0.5549294948577881,0.8748888969421387,1.5389366149902344,0.6779999732971191,81
0.5499469041824341,0.8779333233833313,1.4643311500549316,0.6986500024795532,82
0.5331824421882629,0.8835999965667725,1.4669198989868164,0.6728500127792358,83
0.5389135479927063,0.8811555504798889,1.1668070554733276,0.7435250282287598,84
0.5318542718887329,0.8822444677352905,1.2262547016143799,0.7328749895095825,85
0.512091338634491,0.891533374786377,1.1715242862701416,0.73294997215271,86
0.5032684803009033,0.8925555348396301,1.7691880464553833,0.6814000010490417,87
0.5053638219833374,0.893844485282898,1.179945468902588,0.7432999610900879,88
0.4877469539642334,0.8984444737434387,1.221996545791626,0.732824981212616,89
0.5022927522659302,0.8929333090782166,0.9736826419830322,0.7789999842643738,90
0.4806700348854065,0.9003333449363708,1.5269687175750732,0.6966000199317932,91
0.470680296421051,0.9039332866668701,1.122934341430664,0.7643250226974487,92
0.4771516025066376,0.9019333124160767,1.047869324684143,0.7670750021934509,93
0.4767006039619446,0.9001777172088623,1.0101290941238403,0.7810999751091003,94
0.4602122902870178,0.9078222513198853,1.757302165031433,0.6667749881744385,95
0.4523687958717346,0.9102222323417664,1.079168677330017,0.7829749584197998,96
0.4537762403488159,0.908311128616333,1.1944360733032227,0.755424976348877,97
0.4487828016281128,0.9118444323539734,1.4547510147094727,0.721500039100647,98
0.43714141845703125,0.9144444465637207,1.579970359802246,0.703125,99
0.4374717175960541,0.913622260093689,1.7455145120620728,0.6762000322341919,100
0.42477941513061523,0.9184222221374512,1.2830772399902344,0.7454749941825867,101
0.42358654737472534,0.9191333055496216,1.4272172451019287,0.7154500484466553,102
0.44873401522636414,0.9101333618164062,1.2738882303237915,0.7321000099182129,103
0.4124736189842224,0.923466682434082,1.0654155015945435,0.770300030708313,104
0.41439759731292725,0.9230888485908508,1.0070974826812744,0.7874749898910522,105
0.41020119190216064,0.9230444431304932,1.1717731952667236,0.7612749934196472,106
0.40141645073890686,0.9276000261306763,1.3253459930419922,0.7452750205993652,107
0.401533305644989,0.9259999990463257,1.0308773517608643,0.7889000177383423,108
0.4072797894477844,0.9242888689041138,1.1691207885742188,0.7734999656677246,109
0.3848221004009247,0.9310444593429565,1.2022275924682617,0.7675999999046326,110
0.38914060592651367,0.928422212600708,0.9846043586730957,0.8020249605178833,111
0.38529813289642334,0.9321111440658569,1.381001591682434,0.7454999685287476,112
0.3848637342453003,0.9300666451454163,1.2464525699615479,0.7637500166893005,113
0.38466349244117737,0.9315778017044067,1.2295106649398804,0.7516000270843506,114
0.3630615472793579,0.9388222694396973,0.97150719165802,0.799625039100647,115
0.40404200553894043,0.9235333204269409,0.9790613651275635,0.8088500499725342,116
0.3666220009326935,0.9365555047988892,1.0037792921066284,0.7991000413894653,117
0.3535655438899994,0.9419333338737488,1.214310884475708,0.7723250389099121,118
0.35786014795303345,0.9397777915000916,1.1163371801376343,0.7836499810218811,119
0.346976637840271,0.9434000253677368,1.9369540214538574,0.678725004196167,120
0.3470233678817749,0.9437999725341797,1.0245606899261475,0.8018749952316284,121
0.3475942015647888,0.9425110816955566,0.9878976345062256,0.807325005531311,122
0.34383517503738403,0.945555567741394,1.0198438167572021,0.791949987411499,123
0.3446609079837799,0.9443777799606323,1.027634620666504,0.8000999689102173,124
0.3462112247943878,0.9437333345413208,1.1442835330963135,0.784850001335144,125
0.33492645621299744,0.947266697883606,1.4260859489440918,0.7440750598907471,126
0.33956125378608704,0.9456444382667542,0.907737672328949,0.8107500076293945,127
